Time(of day);Time (seconds);time;Channel0;Channel1;Channel2;Channel3;Channel4;Channel5;Channel6;Channel7
0.707723183;232.920824266;2021-11-23 16:59:07.283;553.42;378.86;141.82;93.16;70.88;87.28;75.06;52.38
0.707723368;232.936823853;2021-11-23 16:59:07.299;553.42;378.86;141.82;91.7;70.88;87.28;75.06;52.38
0.707723542;232.951823897;2021-11-23 16:59:07.314;553.42;378.86;141.82;91.7;71.22;87.28;75.06;52.38
0.707723727;232.967824112;2021-11-23 16:59:07.330;553.42;378.86;141.82;91.7;71.22;87.04;75.06;52.38
0.707723912;232.983823698;2021-11-23 16:59:07.346;553.42;378.86;141.82;91.7;71.22;87.04;73.92;52.38
0.707724097;232.999823913;2021-11-23 16:59:07.362;553.42;378.86;141.82;91.7;71.22;87.04;73.92;51.16
0.707734375;233.887823899;2021-11-23 16:59:08.250;569.46;378.86;141.82;91.7;71.22;87.04;73.92;51.16
0.707734560;233.903824114;2021-11-23 16:59:08.266;569.46;337.82;141.82;91.7;71.22;87.04;73.92;51.16
0.707734745;233.919823701;2021-11-23 16:59:08.282;569.46;337.82;136.72;91.7;71.22;87.04;73.92;51.16
0.707734931;233.935823916;2021-11-23 16:59:08.298;569.46;337.82;136.72;90.38;71.22;87.04;73.92;51.16
0.707735116;233.951824131;2021-11-23 16:59:08.314;569.46;337.82;136.72;90.38;71.04;87.04;73.92;51.16
0.707735301;233.967823717;2021-11-23 16:59:08.330;569.46;337.82;136.72;90.38;71.04;86.8;73.92;51.16
0.707735486;233.983823932;2021-11-23 16:59:08.346;569.46;337.82;136.72;90.38;71.04;86.8;73.48;51.16
0.707735671;233.999824147;2021-11-23 16:59:08.362;569.46;337.82;136.72;90.38;71.04;86.8;73.48;50.22
0.707745949;234.887824133;2021-11-23 16:59:09.250;564.04;337.82;136.72;90.38;71.04;86.8;73.48;50.22
0.707746134;234.903823720;2021-11-23 16:59:09.266;564.04;334.56;136.72;90.38;71.04;86.8;73.48;50.22
0.707746319;234.919823934;2021-11-23 16:59:09.282;564.04;334.56;126.86;90.38;71.04;86.8;73.48;50.22
0.707746505;234.935824149;2021-11-23 16:59:09.298;564.04;334.56;126.86;88.66;71.04;86.8;73.48;50.22
0.707746690;234.951823736;2021-11-23 16:59:09.314;564.04;334.56;126.86;88.66;70.88;86.8;73.48;50.22
0.707746875;234.967823951;2021-11-23 16:59:09.330;564.04;334.56;126.86;88.66;70.88;86.56;73.48;50.22
0.707747060;234.983824166;2021-11-23 16:59:09.346;564.04;334.56;126.86;88.66;70.88;86.56;73.16;50.22
0.707747245;234.999823752;2021-11-23 16:59:09.362;564.04;334.56;126.86;88.66;70.88;86.56;73.16;49.22
0.707757523;235.887823738;2021-11-23 16:59:10.250;556.16;334.56;126.86;88.66;70.88;86.56;73.16;49.22
0.707757708;235.903823953;2021-11-23 16:59:10.266;556.16;339.86;126.86;88.66;70.88;86.56;73.16;49.22
0.707757905;235.920823710;2021-11-23 16:59:10.283;556.16;339.86;120.52;88.66;70.88;86.56;73.16;49.22
0.707758079;235.935823755;2021-11-23 16:59:10.298;556.16;339.86;120.52;85.3;70.88;86.56;73.16;49.22
0.707758275;235.952824140;2021-11-23 16:59:10.315;556.16;339.86;120.52;85.3;69.42;86.56;73.16;49.22
0.707758449;235.967824184;2021-11-23 16:59:10.330;556.16;339.86;120.52;85.3;69.42;85.72;73.16;49.22
0.707758634;235.983823771;2021-11-23 16:59:10.346;556.16;339.86;120.52;85.3;69.42;85.72;72.66;49.22
0.707758819;235.999823986;2021-11-23 16:59:10.362;556.16;339.86;120.52;85.3;69.42;85.72;72.66;48.52
0.707769097;236.887823972;2021-11-23 16:59:11.250;549.82;339.86;120.52;85.3;69.42;85.72;72.66;48.52
0.707769282;236.903824187;2021-11-23 16:59:11.266;549.82;354;120.52;85.3;69.42;85.72;72.66;48.52
0.707769468;236.919823773;2021-11-23 16:59:11.282;549.82;354;118.58;85.3;69.42;85.72;72.66;48.52
0.707769653;236.935823988;2021-11-23 16:59:11.298;549.82;354;118.58;84.44;69.42;85.72;72.66;48.52
0.707769838;236.951824203;2021-11-23 16:59:11.314;549.82;354;118.58;84.44;69.28;85.72;72.66;48.52
0.707770023;236.967823790;2021-11-23 16:59:11.330;549.82;354;118.58;84.44;69.28;85.12;72.66;48.52
0.707770208;236.983824005;2021-11-23 16:59:11.346;549.82;354;118.58;84.44;69.28;85.12;72.46;48.52
0.707770394;236.999824220;2021-11-23 16:59:11.362;549.82;354;118.58;84.44;69.28;85.12;72.46;48.2
0.707780671;237.887824206;2021-11-23 16:59:12.250;522;354;118.58;84.44;69.28;85.12;72.46;48.2
0.707780856;237.903823792;2021-11-23 16:59:12.266;522;362.34;118.58;84.44;69.28;85.12;72.46;48.2
0.707781053;237.920824178;2021-11-23 16:59:12.283;522;362.34;114.86;84.44;69.28;85.12;72.46;48.2
0.707781238;237.936823764;2021-11-23 16:59:12.299;522;362.34;114.86;80.94;69.28;85.12;72.46;48.2
0.707781609;237.968824194;2021-11-23 16:59:12.331;522;362.34;114.86;80.94;69.28;84.68;72.46;48.2
0.707781794;237.984823780;2021-11-23 16:59:12.347;522;362.34;114.86;80.94;69.28;84.68;72.22;48.2
0.707792245;238.887823811;2021-11-23 16:59:13.250;509.14;362.34;114.86;80.94;69.28;84.68;72.22;48.2
0.707792431;238.903824026;2021-11-23 16:59:13.266;509.14;345.06;114.86;80.94;69.28;84.68;72.22;48.2
0.707792627;238.920823783;2021-11-23 16:59:13.283;509.14;345.06;108.4;80.94;69.28;84.68;72.22;48.2
0.707792812;238.936823998;2021-11-23 16:59:13.299;509.14;345.06;108.4;79.52;69.28;84.68;72.22;48.2
0.707792998;238.952824213;2021-11-23 16:59:13.315;509.14;345.06;108.4;79.52;68.9;84.68;72.22;48.2
0.707793171;238.967824257;2021-11-23 16:59:13.330;509.14;345.06;108.4;79.52;68.9;84.42;72.22;48.2
0.707793356;238.983823843;2021-11-23 16:59:13.346;509.14;345.06;108.4;79.52;68.9;84.42;72.34;48.2
0.707793542;238.999824058;2021-11-23 16:59:13.362;509.14;345.06;108.4;79.52;68.9;84.42;72.34;48.46
0.707803819;239.887824045;2021-11-23 16:59:14.250;490.32;345.06;108.4;79.52;68.9;84.42;72.34;48.46
0.707804005;239.903824260;2021-11-23 16:59:14.266;490.32;329.14;108.4;79.52;68.9;84.42;72.34;48.46
0.707804201;239.920824017;2021-11-23 16:59:14.283;490.32;329.14;104.62;79.52;68.9;84.42;72.34;48.46
0.707804375;239.935824061;2021-11-23 16:59:14.298;490.32;329.14;104.62;78.02;68.9;84.42;72.34;48.46
0.707804560;239.951824276;2021-11-23 16:59:14.314;490.32;329.14;104.62;78.02;69.24;84.42;72.34;48.46
0.707804745;239.967823862;2021-11-23 16:59:14.330;490.32;329.14;104.62;78.02;69.24;83.66;72.34;48.46
0.707804931;239.983824077;2021-11-23 16:59:14.346;490.32;329.14;104.62;78.02;69.24;83.66;72.56;48.46
0.707805116;239.999824292;2021-11-23 16:59:14.362;490.32;329.14;104.62;78.02;69.24;83.66;72.56;49.28
0.707815394;240.887824278;2021-11-23 16:59:15.250;458.94;329.14;104.62;78.02;69.24;83.66;72.56;49.28
0.707815579;240.903823865;2021-11-23 16:59:15.266;458.94;330.96;104.62;78.02;69.24;83.66;72.56;49.28
0.707815764;240.919824080;2021-11-23 16:59:15.282;458.94;330.96;105.48;78.02;69.24;83.66;72.56;49.28
0.707815949;240.935824295;2021-11-23 16:59:15.298;458.94;330.96;105.48;75.88;69.24;83.66;72.56;49.28
0.707816331;240.968824267;2021-11-23 16:59:15.331;458.94;330.96;105.48;75.88;69.24;83.32;72.56;49.28
0.707816505;240.983824311;2021-11-23 16:59:15.346;458.94;330.96;105.48;75.88;69.24;83.32;71.78;49.28
0.707816690;240.999823897;2021-11-23 16:59:15.362;458.94;330.96;105.48;75.88;69.24;83.32;71.78;48.52
0.707826968;241.887823884;2021-11-23 16:59:16.250;405.6;330.96;105.48;75.88;69.24;83.32;71.78;48.52
0.707827153;241.903824099;2021-11-23 16:59:16.266;405.6;345.46;105.48;75.88;69.24;83.32;71.78;48.52
0.707827350;241.920823855;2021-11-23 16:59:16.283;405.6;345.46;103.56;75.88;69.24;83.32;71.78;48.52
0.707827535;241.936824070;2021-11-23 16:59:16.299;405.6;345.46;103.56;76.56;69.24;83.32;71.78;48.52
0.707827720;241.952824285;2021-11-23 16:59:16.315;405.6;345.46;103.56;76.56;69.54;83.32;71.78;48.52
0.707827894;241.967823701;2021-11-23 16:59:16.330;405.6;345.46;103.56;76.56;69.54;83.06;71.78;48.52
0.707828079;241.983823916;2021-11-23 16:59:16.346;405.6;345.46;103.56;76.56;69.54;83.06;70.84;48.52
0.707828264;241.999824131;2021-11-23 16:59:16.362;405.6;345.46;103.56;76.56;69.54;83.06;70.84;47.72
0.707838542;242.887824117;2021-11-23 16:59:17.250;383.16;345.46;103.56;76.56;69.54;83.06;70.84;47.72
0.707838727;242.903823704;2021-11-23 16:59:17.266;383.16;325.16;103.56;76.56;69.54;83.06;70.84;47.72
0.707838924;242.920824089;2021-11-23 16:59:17.283;383.16;325.16;97.04;76.56;69.54;83.06;70.84;47.72
0.707839109;242.936824304;2021-11-23 16:59:17.299;383.16;325.16;97.04;75.48;69.54;83.06;70.84;47.72
0.707839294;242.952823891;2021-11-23 16:59:17.315;383.16;325.16;97.04;75.48;69.6;83.06;70.84;47.72
0.707839479;242.968824105;2021-11-23 16:59:17.331;383.16;325.16;97.04;75.48;69.6;82.64;70.84;47.72
0.707839664;242.984823692;2021-11-23 16:59:17.347;383.16;325.16;97.04;75.48;69.6;82.64;70;47.72
0.707839838;242.999823736;2021-11-23 16:59:17.362;383.16;325.16;97.04;75.48;69.6;82.64;70;47.44
0.707850116;243.887823722;2021-11-23 16:59:18.250;356.98;325.16;97.04;75.48;69.6;82.64;70;47.44
0.707850313;243.904824108;2021-11-23 16:59:18.267;356.98;312.66;97.04;75.48;69.6;82.64;70;47.44
0.707850498;243.920823694;2021-11-23 16:59:18.283;356.98;312.66;96.18;75.48;69.6;82.64;70;47.44
0.707850683;243.936823909;2021-11-23 16:59:18.299;356.98;312.66;96.18;74.86;69.6;82.64;70;47.44
0.707850868;243.952824124;2021-11-23 16:59:18.315;356.98;312.66;96.18;74.86;69.26;82.64;70;47.44
0.707851042;243.967824169;2021-11-23 16:59:18.330;356.98;312.66;96.18;74.86;69.26;82.26;70;47.44
0.707851227;243.983823755;2021-11-23 16:59:18.346;356.98;312.66;96.18;74.86;69.26;82.26;69.78;47.44
0.707851412;243.999823970;2021-11-23 16:59:18.362;356.98;312.66;96.18;74.86;69.26;82.26;69.78;47.02
0.707861690;244.887823956;2021-11-23 16:59:19.250;353.04;312.66;96.18;74.86;69.26;82.26;69.78;47.02
0.707861875;244.903824171;2021-11-23 16:59:19.266;353.04;326.6;96.18;74.86;69.26;82.26;69.78;47.02
0.707862060;244.919823758;2021-11-23 16:59:19.282;353.04;326.6;99.54;74.86;69.26;82.26;69.78;47.02
0.707862245;244.935823972;2021-11-23 16:59:19.298;353.04;326.6;99.54;74.16;69.26;82.26;69.78;47.02
0.707862431;244.951824187;2021-11-23 16:59:19.314;353.04;326.6;99.54;74.16;68.9;82.26;69.78;47.02
0.707862616;244.967823774;2021-11-23 16:59:19.330;353.04;326.6;99.54;74.16;68.9;82.06;69.78;47.02
0.707862801;244.983823989;2021-11-23 16:59:19.346;353.04;326.6;99.54;74.16;68.9;82.06;69.08;47.02
0.707862986;244.999824204;2021-11-23 16:59:19.362;353.04;326.6;99.54;74.16;68.9;82.06;69.08;46.12
0.707873264;245.887824190;2021-11-23 16:59:20.250;362.22;326.6;99.54;74.16;68.9;82.06;69.08;46.12
0.707873449;245.903823776;2021-11-23 16:59:20.266;362.22;357.98;99.54;74.16;68.9;82.06;69.08;46.12
0.707873634;245.919823991;2021-11-23 16:59:20.282;362.22;357.98;98.14;74.16;68.9;82.06;69.08;46.12
0.707873819;245.935824206;2021-11-23 16:59:20.298;362.22;357.98;98.14;74.1;68.9;82.06;69.08;46.12
0.707874005;245.951823793;2021-11-23 16:59:20.314;362.22;357.98;98.14;74.1;68.8;82.06;69.08;46.12
0.707874190;245.967824008;2021-11-23 16:59:20.330;362.22;357.98;98.14;74.1;68.8;81.82;69.08;46.12
0.707874375;245.983824222;2021-11-23 16:59:20.346;362.22;357.98;98.14;74.1;68.8;81.82;68.4;46.12
0.707874560;245.999823809;2021-11-23 16:59:20.362;362.22;357.98;98.14;74.1;68.8;81.82;68.4;45.62
0.707884838;246.887823795;2021-11-23 16:59:21.250;360.22;357.98;98.14;74.1;68.8;81.82;68.4;45.62
0.707885023;246.903824010;2021-11-23 16:59:21.266;360.22;369.3;98.14;74.1;68.8;81.82;68.4;45.62
0.707885208;246.919824225;2021-11-23 16:59:21.282;360.22;369.3;91.54;74.1;68.8;81.82;68.4;45.62
0.707885405;246.936823982;2021-11-23 16:59:21.299;360.22;369.3;91.54;72.9;68.8;81.82;68.4;45.62
0.707885579;246.951824026;2021-11-23 16:59:21.314;360.22;369.3;91.54;72.9;68.48;81.82;68.4;45.62
0.707885764;246.967824241;2021-11-23 16:59:21.330;360.22;369.3;91.54;72.9;68.48;81.62;68.4;45.62
0.707885949;246.983823828;2021-11-23 16:59:21.346;360.22;369.3;91.54;72.9;68.48;81.62;67.64;45.62
0.707886134;246.999824043;2021-11-23 16:59:21.362;360.22;369.3;91.54;72.9;68.48;81.62;67.64;45.38
0.707896412;247.887824029;2021-11-23 16:59:22.250;364.54;369.3;91.54;72.9;68.48;81.62;67.64;45.38
0.707896597;247.903824244;2021-11-23 16:59:22.266;364.54;371.14;91.54;72.9;68.48;81.62;67.64;45.38
0.707896794;247.920824001;2021-11-23 16:59:22.283;364.54;371.14;88.96;72.9;68.48;81.62;67.64;45.38
0.707896968;247.935824045;2021-11-23 16:59:22.298;364.54;371.14;88.96;72.18;68.48;81.62;67.64;45.38
0.707897338;247.967823846;2021-11-23 16:59:22.330;364.54;371.14;88.96;72.18;68.48;81.04;67.64;45.38
0.707897523;247.983824061;2021-11-23 16:59:22.346;364.54;371.14;88.96;72.18;68.48;81.04;67.16;45.38
0.707897708;247.999824276;2021-11-23 16:59:22.362;364.54;371.14;88.96;72.18;68.48;81.04;67.16;45.44
0.707907986;248.887824263;2021-11-23 16:59:23.250;359.7;371.14;88.96;72.18;68.48;81.04;67.16;45.44
0.707908171;248.903823849;2021-11-23 16:59:23.266;359.7;369.44;88.96;72.18;68.48;81.04;67.16;45.44
0.707908368;248.920824235;2021-11-23 16:59:23.283;359.7;369.44;87.64;72.18;68.48;81.04;67.16;45.44
0.707908750;248.953824206;2021-11-23 16:59:23.316;359.7;369.44;87.64;72.18;67.74;81.04;67.16;45.44
0.707908935;248.969823793;2021-11-23 16:59:23.332;359.7;369.44;87.64;72.18;67.74;80.7;67.16;45.44
0.707909109;248.984823837;2021-11-23 16:59:23.347;359.7;369.44;87.64;72.18;67.74;80.7;67.22;45.44
0.707909294;249.000824052;2021-11-23 16:59:23.363;359.7;369.44;87.64;72.18;67.74;80.7;67.22;44.6
0.707919560;249.887823868;2021-11-23 16:59:24.250;334.5;369.44;87.64;72.18;67.74;80.7;67.22;44.6
0.707919745;249.903824083;2021-11-23 16:59:24.266;334.5;366.92;87.64;72.18;67.74;80.7;67.22;44.6
0.707919931;249.919824298;2021-11-23 16:59:24.282;334.5;366.92;87.5;72.18;67.74;80.7;67.22;44.6
0.707920116;249.935823884;2021-11-23 16:59:24.298;334.5;366.92;87.5;71.94;67.74;80.7;67.22;44.6
0.707920301;249.951824099;2021-11-23 16:59:24.314;334.5;366.92;87.5;71.94;67.52;80.7;67.22;44.6
0.707920486;249.967824314;2021-11-23 16:59:24.330;334.5;366.92;87.5;71.94;67.52;80.4;67.22;44.6
0.707920671;249.983823900;2021-11-23 16:59:24.346;334.5;366.92;87.5;71.94;67.52;80.4;67.7;44.6
0.707920856;249.999824115;2021-11-23 16:59:24.362;334.5;366.92;87.5;71.94;67.52;80.4;67.7;44.66
0.707931134;250.887824102;2021-11-23 16:59:25.250;331.64;366.92;87.5;71.94;67.52;80.4;67.7;44.66
0.707931319;250.903823688;2021-11-23 16:59:25.266;331.64;371.9;87.5;71.94;67.52;80.4;67.7;44.66
0.707931516;250.920824073;2021-11-23 16:59:25.283;331.64;371.9;82.72;71.94;67.52;80.4;67.7;44.66
0.707931690;250.935824118;2021-11-23 16:59:25.298;331.64;371.9;82.72;69.88;67.52;80.4;67.7;44.66
0.707931875;250.951823704;2021-11-23 16:59:25.314;331.64;371.9;82.72;69.88;66.94;80.4;67.7;44.66
0.707932060;250.967823919;2021-11-23 16:59:25.330;331.64;371.9;82.72;69.88;66.94;80.12;67.7;44.66
0.707932245;250.983824134;2021-11-23 16:59:25.346;331.64;371.9;82.72;69.88;66.94;80.12;68.12;44.66
0.707932431;250.999823720;2021-11-23 16:59:25.362;331.64;371.9;82.72;69.88;66.94;80.12;68.12;44.46
0.707942708;251.887823707;2021-11-23 16:59:26.250;323.68;371.9;82.72;69.88;66.94;80.12;68.12;44.46
0.707943079;251.919824137;2021-11-23 16:59:26.282;323.68;371.9;80.9;69.88;66.94;80.12;68.12;44.46
0.707943264;251.935823723;2021-11-23 16:59:26.298;323.68;371.9;80.9;67.7;66.94;80.12;68.12;44.46
0.707943449;251.951823938;2021-11-23 16:59:26.314;323.68;371.9;80.9;67.7;66.32;80.12;68.12;44.46
0.707943634;251.967824153;2021-11-23 16:59:26.330;323.68;371.9;80.9;67.7;66.32;79.4;68.12;44.46
0.707943819;251.983823739;2021-11-23 16:59:26.346;323.68;371.9;80.9;67.7;66.32;79.4;68.38;44.46
0.707944005;251.999823954;2021-11-23 16:59:26.362;323.68;371.9;80.9;67.7;66.32;79.4;68.38;43.48
0.707954282;252.887823940;2021-11-23 16:59:27.250;307.08;371.9;80.9;67.7;66.32;79.4;68.38;43.48
0.707954468;252.903824155;2021-11-23 16:59:27.266;307.08;374.42;80.9;67.7;66.32;79.4;68.38;43.48
0.707954653;252.919823742;2021-11-23 16:59:27.282;307.08;374.42;77.96;67.7;66.32;79.4;68.38;43.48
0.707954838;252.935823957;2021-11-23 16:59:27.298;307.08;374.42;77.96;66.78;66.32;79.4;68.38;43.48
0.707955023;252.951824172;2021-11-23 16:59:27.314;307.08;374.42;77.96;66.78;66.5;79.4;68.38;43.48
0.707955208;252.967823758;2021-11-23 16:59:27.330;307.08;374.42;77.96;66.78;66.5;79.1;68.38;43.48
0.707955394;252.983823973;2021-11-23 16:59:27.346;307.08;374.42;77.96;66.78;66.5;79.1;67.32;43.48
0.707955579;252.999824188;2021-11-23 16:59:27.362;307.08;374.42;77.96;66.78;66.5;79.1;67.32;43.02
0.707965856;253.887824174;2021-11-23 16:59:28.250;289.3;374.42;77.96;66.78;66.5;79.1;67.32;43.02
0.707966042;253.903823760;2021-11-23 16:59:28.266;289.3;360.46;77.96;66.78;66.5;79.1;67.32;43.02
0.707966424;253.936823732;2021-11-23 16:59:28.299;289.3;360.46;77.96;66.9;66.5;79.1;67.32;43.02
0.707966597;253.951823777;2021-11-23 16:59:28.314;289.3;360.46;77.96;66.9;66.58;79.1;67.32;43.02
0.707966782;253.967823992;2021-11-23 16:59:28.330;289.3;360.46;77.96;66.9;66.58;78.86;67.32;43.02
0.707966968;253.983824207;2021-11-23 16:59:28.346;289.3;360.46;77.96;66.9;66.58;78.86;67.1;43.02
0.707967153;253.999823793;2021-11-23 16:59:28.362;289.3;360.46;77.96;66.9;66.58;78.86;67.1;44.76
0.707977431;254.887823779;2021-11-23 16:59:29.250;271.64;360.46;77.96;66.9;66.58;78.86;67.1;44.76
0.707977616;254.903823994;2021-11-23 16:59:29.266;271.64;351.38;77.96;66.9;66.58;78.86;67.1;44.76
0.707977801;254.919824209;2021-11-23 16:59:29.282;271.64;351.38;77.9;66.9;66.58;78.86;67.1;44.76
0.707977986;254.935823796;2021-11-23 16:59:29.298;271.64;351.38;77.9;68.46;66.58;78.86;67.1;44.76
0.707978171;254.951824010;2021-11-23 16:59:29.314;271.64;351.38;77.9;68.46;66.86;78.86;67.1;44.76
0.707978356;254.967824225;2021-11-23 16:59:29.330;271.64;351.38;77.9;68.46;66.86;78.7;67.1;44.76
0.707978542;254.983823812;2021-11-23 16:59:29.346;271.64;351.38;77.9;68.46;66.86;78.7;66.32;44.76
0.707978727;254.999824027;2021-11-23 16:59:29.362;271.64;351.38;77.9;68.46;66.86;78.7;66.32;46.14
0.707989005;255.887824013;2021-11-23 16:59:30.250;262.1;351.38;77.9;68.46;66.86;78.7;66.32;46.14
0.707989190;255.903824228;2021-11-23 16:59:30.266;262.1;326.76;77.9;68.46;66.86;78.7;66.32;46.14
0.707989375;255.919823814;2021-11-23 16:59:30.282;262.1;326.76;77.32;68.46;66.86;78.7;66.32;46.14
0.707989572;255.936824200;2021-11-23 16:59:30.299;262.1;326.76;77.32;68.86;66.86;78.7;66.32;46.14
0.707989757;255.952823786;2021-11-23 16:59:30.315;262.1;326.76;77.32;68.86;65.64;78.7;66.32;46.14
0.707989931;255.967823831;2021-11-23 16:59:30.330;262.1;326.76;77.32;68.86;65.64;78.4;66.32;46.14
0.707990116;255.983824046;2021-11-23 16:59:30.346;262.1;326.76;77.32;68.86;65.64;78.4;65.82;46.14
0.708000579;256.887824247;2021-11-23 16:59:31.250;253.74;326.76;77.32;68.86;65.64;78.4;65.82;46.14
0.708000764;256.903823833;2021-11-23 16:59:31.266;253.74;310.5;77.32;68.86;65.64;78.4;65.82;46.14
0.708000949;256.919824048;2021-11-23 16:59:31.282;253.74;310.5;75.3;68.86;65.64;78.4;65.82;46.14
0.708001134;256.935824263;2021-11-23 16:59:31.298;253.74;310.5;75.3;68.16;65.64;78.4;65.82;46.14
0.708001319;256.951823849;2021-11-23 16:59:31.314;253.74;310.5;75.3;68.16;64.84;78.4;65.82;46.14
0.708001505;256.967824064;2021-11-23 16:59:31.330;253.74;310.5;75.3;68.16;64.84;78.2;65.82;46.14
0.708001690;256.983824279;2021-11-23 16:59:31.346;253.74;310.5;75.3;68.16;64.84;78.2;65.16;46.14
0.708001875;256.999823866;2021-11-23 16:59:31.362;253.74;310.5;75.3;68.16;64.84;78.2;65.16;45.84
0.708012153;257.887823852;2021-11-23 16:59:32.250;237.38;310.5;75.3;68.16;64.84;78.2;65.16;45.84
0.708012338;257.903824067;2021-11-23 16:59:32.266;237.38;271.84;75.3;68.16;64.84;78.2;65.16;45.84
0.708012523;257.919824282;2021-11-23 16:59:32.282;237.38;271.84;75.36;68.16;64.84;78.2;65.16;45.84
0.708012708;257.935823868;2021-11-23 16:59:32.298;237.38;271.84;75.36;67.88;64.84;78.2;65.16;45.84
0.708013079;257.967824298;2021-11-23 16:59:32.330;237.38;271.84;75.36;67.88;64.84;77.86;65.16;45.84
0.708013264;257.983823884;2021-11-23 16:59:32.346;237.38;271.84;75.36;67.88;64.84;77.86;65.24;45.84
0.708013449;257.999824099;2021-11-23 16:59:32.362;237.38;271.84;75.36;67.88;64.84;77.86;65.24;45.74
0.708023727;258.887824086;2021-11-23 16:59:33.250;225.96;271.84;75.36;67.88;64.84;77.86;65.24;45.74
0.708023912;258.903824301;2021-11-23 16:59:33.266;225.96;254.24;75.36;67.88;64.84;77.86;65.24;45.74
0.708024294;258.936824273;2021-11-23 16:59:33.299;225.96;254.24;75.36;67.1;64.84;77.86;65.24;45.74
0.708024479;258.952823859;2021-11-23 16:59:33.315;225.96;254.24;75.36;67.1;65.1;77.86;65.24;45.74
0.708024664;258.968824074;2021-11-23 16:59:33.331;225.96;254.24;75.36;67.1;65.1;77.66;65.24;45.74
0.708025023;258.999823705;2021-11-23 16:59:33.362;225.96;254.24;75.36;67.1;65.1;77.66;65.24;44.72
0.708035301;259.887823691;2021-11-23 16:59:34.250;221.66;254.24;75.36;67.1;65.1;77.66;65.24;44.72
0.708035486;259.903823906;2021-11-23 16:59:34.266;221.66;241.98;75.36;67.1;65.1;77.66;65.24;44.72
0.708035671;259.919824121;2021-11-23 16:59:34.282;221.66;241.98;73.14;67.1;65.1;77.66;65.24;44.72
0.708035868;259.936823878;2021-11-23 16:59:34.299;221.66;241.98;73.14;66.72;65.1;77.66;65.24;44.72
0.708036053;259.952824093;2021-11-23 16:59:34.315;221.66;241.98;73.14;66.72;64.98;77.66;65.24;44.72
0.708036238;259.968824308;2021-11-23 16:59:34.331;221.66;241.98;73.14;66.72;64.98;77.18;65.24;44.72
0.708036424;259.984823894;2021-11-23 16:59:34.347;221.66;241.98;73.14;66.72;64.98;77.18;64.82;44.72
0.708036597;259.999823938;2021-11-23 16:59:34.362;221.66;241.98;73.14;66.72;64.98;77.18;64.82;43.48
0.708046875;260.887823925;2021-11-23 16:59:35.250;215.58;241.98;73.14;66.72;64.98;77.18;64.82;43.48
0.708047060;260.903824140;2021-11-23 16:59:35.266;215.58;224.66;73.14;66.72;64.98;77.18;64.82;43.48
0.708047245;260.919823726;2021-11-23 16:59:35.282;215.58;224.66;71.12;66.72;64.98;77.18;64.82;43.48
0.708047442;260.936824111;2021-11-23 16:59:35.299;215.58;224.66;71.12;66.54;64.98;77.18;64.82;43.48
0.708047836;260.970824254;2021-11-23 16:59:35.333;215.58;224.66;71.12;66.54;64.98;76.78;64.82;43.48
0.708048021;260.986823840;2021-11-23 16:59:35.349;215.58;224.66;71.12;66.54;64.98;76.78;63.78;43.48
0.708048218;261.003824226;2021-11-23 16:59:35.366;215.58;224.66;71.12;66.54;64.98;76.78;63.78;43.7
0.708058449;261.887824158;2021-11-23 16:59:36.250;204.44;224.66;71.12;66.54;64.98;76.78;63.78;43.7
0.708058634;261.903823745;2021-11-23 16:59:36.266;204.44;190.66;71.12;66.54;64.98;76.78;63.78;43.7
0.708058819;261.919823960;2021-11-23 16:59:36.282;204.44;190.66;70.7;66.54;64.98;76.78;63.78;43.7
0.708059005;261.935824175;2021-11-23 16:59:36.298;204.44;190.66;70.7;64.62;64.98;76.78;63.78;43.7
0.708059201;261.952823931;2021-11-23 16:59:36.315;204.44;190.66;70.7;64.62;64.72;76.78;63.78;43.7
0.708059375;261.967823976;2021-11-23 16:59:36.330;204.44;190.66;70.7;64.62;64.72;76.44;63.78;43.7
0.708059560;261.983824191;2021-11-23 16:59:36.346;204.44;190.66;70.7;64.62;64.72;76.44;64.14;43.7
0.708059745;261.999823777;2021-11-23 16:59:36.362;204.44;190.66;70.7;64.62;64.72;76.44;64.14;43.78
0.708070023;262.887823763;2021-11-23 16:59:37.250;199.56;190.66;70.7;64.62;64.72;76.44;64.14;43.78
0.708070208;262.903823978;2021-11-23 16:59:37.266;199.56;178.78;70.7;64.62;64.72;76.44;64.14;43.78
0.708070394;262.919824193;2021-11-23 16:59:37.282;199.56;178.78;68.92;64.62;64.72;76.44;64.14;43.78
0.708070590;262.936823950;2021-11-23 16:59:37.299;199.56;178.78;68.92;63.32;64.72;76.44;64.14;43.78
0.708070764;262.951823995;2021-11-23 16:59:37.314;199.56;178.78;68.92;63.32;65.12;76.44;64.14;43.78
0.708070949;262.967824210;2021-11-23 16:59:37.330;199.56;178.78;68.92;63.32;65.12;76.28;64.14;43.78
0.708071134;262.983823796;2021-11-23 16:59:37.346;199.56;178.78;68.92;63.32;65.12;76.28;63.78;43.78
0.708071319;262.999824011;2021-11-23 16:59:37.362;199.56;178.78;68.92;63.32;65.12;76.28;63.78;43.96
0.708081597;263.887823997;2021-11-23 16:59:38.250;195.36;178.78;68.92;63.32;65.12;76.28;63.78;43.96
0.708081782;263.903824212;2021-11-23 16:59:38.266;195.36;163.46;68.92;63.32;65.12;76.28;63.78;43.96
0.708081968;263.919823798;2021-11-23 16:59:38.282;195.36;163.46;69.96;63.32;65.12;76.28;63.78;43.96
